IDS,root,Reply,meta reply
62,,"Javier01982 correcto, dio en clavo... saldran todos los progres amantes de super8 a criticarlo... con<COREF CAD=4 IDE=1> la inmigracion</COREF> descontrolada se aumento el numero de campamentos y<COREF CAD=2 IDE=2> problemas sociales</COREF>",
62,,"carlosbayer_d Porqué con la pierna izquierda??. Lo que dice tiene mucho sentido, sino ahora, al paso que vamos, así será de todas maneras.",
62,,"alejo_viejo Estoy de acuerdo con él, y la única solución es repatriar a todos <COREF CAD=2 IDE=1>los ilegales o con ingresos fraudulentos, especialmente delincuentes.</COREF>",
62,,"Empanada74 Toda la razón fuera <COREF CAD=2 IDE=1>los ilegales</COREF>, el mostrador como buen pasquín allendista ama los extranjeros y desprecia a los chilenos.",
62,,AndresSepCL Hasta hace unos meses supuestamente el origen de los <COREF CAD=2 IDE=1>problemas sociales</COREF> era el mao castrismo de Bachelet.,
62,,"RbdDon Perdón , dice algún mentira , no será que realmente es así",
62,,ocesi Y acaso no es cierto?.Von<COREF CAD=4 IDE=1> los inmigrantes</COREF> estamos importando miseria de otros países.La  caridad comienza primero por casa,
62,,fgajardo Curioso que elmo use mismas letras que emol.,
62,,gapipolanco Es asi,
62,,infocarola21 y quien diga lo contrario... favor con argumentos sólidos,
62,,"vmoralesa Tiene toda la razón, vayan a E. Central, Quilicura, Santiago centro, etc ellos se concentran en ciertos sectores de esas y otras comunas, el resto no los ve, por eso que muchos creen que se exagera, la gente de esos lugares lo sufre día a dia",
62,,"chispoteador Por favor, responder con datos actualizados y no manoseados.",
62,," Y, si es verdad. O quieren tapar el sol con un dedo??",
62,,"davidhorma Así es la derecha corrupta, Racista y  Odiosa.",
62,,"pablodiazalcota Pero que lleguen<COREF CAD=4 IDE=1> inmigrantes</COREF> alemanes nuevamente, los tratarían igual o mejor que a los de antaño. La derecha es y siempre será un asco.",
62,,"alejandrovidalv Los <COREF CAD=2 IDE=1>problemas sociales</COREF> se arrastran desde décadas en Chile. Soluciones primero para nuestros compatriotas, después recibimos mas<COREF CAD=4 IDE=1> inmigrantes</COREF>",
62,,diegogael1 Dijo una verdad ó  una mentira?,
62,,alvere95 Y así es como no debe expresarse el ministro de protección social... Tiempos mejores,
62,,MMTCHILE2 Ser  moderno y metir es estar bien con la Gente ?? <COREF CAD=2 IDE=1>El problema Social es Grande</COREF>..Decir la Verdad es mal debut?? No tapen el Sol con un dedo,
62,,Manetj O sea que hace dos años atrás no teníamos <COREF CAD=2 IDE=2>problemas sociales</COREF>? Que patudez mas grande,
62,,"JuanKASO Cagó <COREF CAD=1 IDE=1>el ""candidato"" Moreno.</COREF>",
62,,xparraa<COREF CAD=1 IDE=1> TARADO!</COREF> No se puede decir otra cosa !,
62,,simonmazzet Les salio todo lo xenofobo de una,
62,,"hsanmv Será el debut con la pierna derecha, es más cómodo para<COREF CAD=1 IDE=1> Moreno</COREF> moverse con la derecha",
62,,Dset71 <COREF CAD=1 IDE=1>Qué quiso</COREF> decir?,
62,,vmontellano No merece comentario alguno,
62,,Lalo_rock Se termina la esperanza?,
62,,"AnduezaCalderon Los turistas que trajeron se diferencian de los verdaderos que vienen en tránsito,con dineros y seguros,estos que trajeron no.",
62,,Joh429cs Que gobierno más desastroso queda. Estos weones como que no hacen nada bien.,
62,,JaimeRamirezM12 Verdad del porte de una catedral.,
62,,ivanppss Y a otro grupo más grande todavía con el temor por su futuro después de jubilar,
62,,"SilviaG91262597 Por supuesto que sí,esto es lo más urgente en este momento no podemos seguir <COREF CAD=4 IDE=1>recibiendo gente</COREF>,el país se va a indirectas,no quiero pensar los consultorios en invierno,se cierran las fronteras y se devuelven a. su país los indocumentados incluso mujeres embarazadas",
62,,"Geppetto462 Esto ocurre cuando una persona que no valora lla condición humana  ocupa un cargo de este tipo.  Demustra no solamente falta e sensibilidad e ignorancia, sino una falta de valores inaceptables.",
62,,"fiswilson <COREF CAD=4 IDE=1>Los inmigrantes</COREF> llegan en masa, acceden como prioritarios al sistema de salud y educación, ocupan todos los cupos de arriendo con el subsidio gubernamental. Es un<COREF CAD=2 IDE=2> problema social</COREF> cuando un chileno busca arriendo, hora al médico o un cupo en el colegio, la simple verdad.",
62,,"everhuguin ""Señores del Mostrador"" cual es la idea crear polemica ? con las noticias ?Todos sabemos que es verdad .Por otro lado<COREF CAD=1 IDE=1> Alfredo Moreno</COREF> dice la verdad y esperen que llegue el invierno cuando los hospitales esten saturados de <COREF CAD=4 IDE=2>haitianos</COREF> !! A ver cual va a ser el titular",
62,,"Djsepuu con la piernaderecha creo yo, siempre hay que dar cara a problemas",
62,,"CarcamoMauri ""Se ve negra la cosa"" (con respeto eso si)",
62,,ivanppss Un descendiente de <COREF CAD=4 IDE=1>inmigrantes</COREF> de apellido Piñera creó un engendro llamado AFP que tiene a muchos chilenos aproblemados para vivir con la miseria de jubilación que entrgan,
62,,arojasg21 Tiwne toda la razon...,
62,,luisgutierrezt El gobierno de izquierda se dedicó más en apoyar a los migrantes que a los chilenos; y con ello las políticas públicas fueron un asco.,
62,,SergioJ92786845 Primera frase para el bronce.,
62,,"IvanArellanoSu1 Toda la razón, fuera los<COREF CAD=4 IDE=1> inmigrantes.</COREF>",
62,,germn41 En parte tiene razón,
62,,"veyakoYque Porque son tan hipócritas y critican lo que piensan en sus casas, la <COREF CAD=3 IDE=1>inmigracion desatada</COREF> y sin control nos esta llevando al caos,<COREF CAD=4 IDE=1> ellos son prioridad</COREF> en urgencias, ellos obtienen prebendas y muchas cosas que los chilenos mas pobres no logran alcanzary gracias a Bachelet",
62,,gcatalanvidal Desinformado??? No las cifras muestran que estan LEJOS DE SER UNA CAUSA DE PROBLEMAS. SOLO SON VOLADORES DE LUCES PARA NO CUMPLIR LO QUE NO PUEDEN HACER. Otra cosa es con.,
62,,gcatalanvidal Queeeeee ya se le calento el mate a <COREF CAD=1 IDE=1>este</COREF>?? O solo siguen buscando excusas PARA NO CUMPLIR CON EL EXITOSO GOBIERNO QUE OFRECIERON?,
62,,"mujulita Malditos racistas...si quieren ser supremacistasblancosudakas, los primero, es ser blancos, sudakas....pobres pájaros.",
62,,"4desiglosw <COREF CAD=1 IDE=1>Sr. Moreno</COREF> los <COREF CAD=2 IDE=2>problemas sociales</COREF> son de los tiempos de Pinochet, incluso antes algunos que persisten, los <COREF CAD=4 IDE=3>inmigrantes </COREF>son recientes , no sacarse  el pillo , el poncho es grande , a trabajar se ha dicho, eso significa que no tiene idea , la guitarra suena distinto al otro lado.",
62,,ucxrrg Los problemas de Chile son los mismos de hace 30 años y no había <COREF CAD=4 IDE=1>inmigración</COREF>. Miente con toda la boca.,
62,,Hansholo claro y el empresariado q el lidero margino mucho mas pagando salarios miseros al<COREF CAD=4 IDE=1> imigrante.</COREF> lindo pais de aspiracionales y desclasados en dicom,
62,,"Mauriciomel3 Y es la pura verdad, nos estamos empobreciendo más como país recibiendo más y más pobres,  lis chilenos están perdiendo beneficios y que decir la salud y educación.que sus países se hagan cargo",
63,elmostrador <COREF CAD=1 IDE=1>Diputados</COREF> aprueban alargar las <COREF CAD=2 IDE=2>vacaciones</COREF> de 15 a 20 <COREF CAD=3 IDE=3>días hábiles.</COREF>,,
63,,Veronic450 Que buena noticias para todos los trabajadores del area privada que se sacan la cresta y que en <COREF CAD=3 IDE=1>15 dias</COREF> no alcanzan a desconectarse y descansar. Bien por ellos.,
63,,DavidMo55992671 Nada va a ser gratis. Seguramente nos quitaran los dias progresivos de <COREF CAD=2 IDE=1>vacaciones.</COREF>,
63,,"osvaldo182 Para no creerlo, quisas solo un volador para meter el pico en el ojo",
63,,GloriaR13518293 Y cuando se van a disminuir los sueldos. No creen que el abuso es excesivo.,
63,,,"Claudia38570448 ajajaja, como tan pesimista!"
63,,"dongato53 Yo propongo que se trabaje ""un dia al mes"".",
63,,patosantis Y la próxima será a <COREF CAD=3 IDE=1>30 días</COREF> para reponerse.,
63,,solemoralesl El gordo que arrancó?,
63,,feba0309 excelente noticia!,
63,,marshela41 Pero si están de<COREF CAD=2 IDE=1> vacaciones</COREF> casi todo el año.O no.,
63,,_Maul_ Es una broma..verdad ?,
63,,CamiilaChandiia Estarán incluidos los funcionarios públicos ????,
63,,"felipe_jimenez_ Para los empleados públicos no aplica, ellos tienen leyes laborales “especiales” mucho más ventajosas, en lo que a<COREF CAD= 2 IDE=1> vacaciones</COREF> respecta, que los del área privada.",
63,,"AleSuburbia Que genial noticia ahora habra que ver q ""consecuencias"" tendrá. De seguro no van a faltar los alarmistas diciendo cosas como ""la economia"" y ""la perdida de "" ""la producción""",
63,,matiasfloresg La estupidez no tiene solución....,
63,,,Claudia38570448 A caso es estúpido que una familia pueda reunirse sin restricciones durante<COREF CAD=3 IDE=1> 20 días</COREF> en el año?
63,,veyakoYque <COREF CAD=1 IDE=1>Esta tropa de wurnoes</COREF> siguen dándose a querer que les demos unas buenas patadas deonde termina la espalda aunque yo se las daría en el hocico,
64,"elmostrador El ""balazo de imagen"" que recibió <COREF CAD=1 IDE=1>Hermes Soto</COREF> de <COREF CAD=2 IDE=2>su propia institución</COREF> apenas asumió como nuevo <COREF CAD=3 IDE=3>general director</COREF>",,
64,,csar_vasquezz Obviamente que a los demás oficiales no les gustó la designación¿,
64,,"GertyYung Que tire la primera piedra QUIEN este LIBRE de CULPA, no se Sr Gutierrez si me entendió...",
64,,"aryeacu Bueno, está llamado a eliminar a muchos que hoy tienen poder y pudieron estar al alcance de esa hoja de vida",
64,,pabloak El conventillo ahí a dentro...!! terror.,
64,,MedinagJosel <COREF CAD=1 IDE=1>Parece que tiene</COREF> enemigos en <COREF CAD=2 IDE=2>la institucion</COREF>,
64,,yaninavalos Le tengo fe. Y creoe que<COREF CAD=1 IDE=1> dormirá poco</COREF> y trabajara mucho por sacar adelante a esta alicaida <COREF CAD=2 IDE=2>institución</COREF>...,
64,,Octavio22719107 <COREF CAD=1 IDE=1>Ya tiene</COREF> enemigos dentro de <COREF CAD=2 IDE=2>Carabineros.</COREF>,
64,,"barrueto_d El Gutierrito tiene una Red de información infiltrada en <COREF CAD=2 IDE=1>Carabineros</COREF>, eso es peor que lo de Penta, peor que lo de Davalos y peor que los financiamiento irregulares porque su objetivo es destruir, no aporta nada en nada, tiene la cajita del cura esa cajita de no hacer nada.",
64,,"juanorellana5 Allende también era putero, o se olvidaron de la payita.",
64,,"Ofernandezfer Eso se llama traicion a su <COREF CAD=3 IDE=1>alto mando</COREF>, busquemos al traidor y colgemoslo. Despues vamos a celelebrar con unos copetes y putitas!",
64,,"Chalo1976 Este en lugar de arreglar<COREF CAD=2 IDE=1> la mansa casa de puta, la va a administrar.</COREF>",
64,,HAL9000r Un valde de mierda de bienvenida,
64,,"Maurici53865811 Como siempre el ZURDERIO buscando y buscando que tiene de malo que a los 21años alguien vaya a un prostíbulo, lo que ocurre es que tienen miedo de que a este <COREF CAD=3 IDE=1>general director</COREF> no le va a temblar la mano, y menos con los maputerroristas.",
64,,"luisgutierrezt Una muestra que en los 26 años de gobiernos de izquierda, la corrupción logra adentrarse -como todo el Estado- en<COREF CAD=2 IDE=1> instituciones</COREF> otrora intachables.",
65,adnradiochile <COREF CAD=1 IDE=1>Santiago</COREF> subió 20 <COREF CAD=2 IDE=2>puestos</COREF> entre las <COREF CAD=3 IDE=3>ciudades</COREF> más caras del <COREF CAD=4 IDE=4>mundo.</COREF>,,
65,,"cperezcif Y tambien <COREF CAD=1 IDE=1>unas de las mas cochinas de Sudamérica</COREF> en plaza de armas lleno de traficantes y prostitución, venden comida, no  se puede caminar por las veredas tranquilo todo mal.....CTM",
65,,Fredy_ps Y con la desigualdad más grande del planeta y con sueldos y pensiones miserables Nacimos endeudados y vivimos para el trabajo y para las diez familias acaudaladas del pais con más tarjetaa plásticas q billetes.,
65,,Chamisero_ Debe ser la crisis.,
65,,Ofernandezfer En algo que subamos!,
65,,_portulina54 <COREF CAD=3 IDE=1>Viña del Mar</COREF> también es cara!,
65,,STONEHEADBULLA Obvio. Acá  una imagen del aumento del IPC ,
65,,Rumbustion Me estai webeando? El precio es verdad?,
65,,insolenciano Eso no es motivo de orgullo,
65,,MarielaArayaO Gracias a los empresarios abusadores de este <COREF CAD=1 IDE=1>pais</COREF>. Dicen q estamos x el suelo pero TODO se encarexio al doble..cortenla..ladrones!,
66,"mauriciohofmann ¿Qué te parece que<COREF CAD=1 IDE=1> Fiscalía</COREF> pida 21 <COREF CAD=2 IDE=2>años</COREF> de <COREF CAD=3 IDE=3>prisión</COREF> para el ex senador <COREF CAD=4 IDE=4>Jaime Orpis</COREF>? ¿Y qué piensas de la condena ya dictada en el <COREF CAD=5 IDE=5>caso Subcentro Escuela Milita</COREF>r, de 23 años para el principal <COREF CAD=6 IDE=6>inculpado, Juan Flores</COREF>? Opina por acá o wsp.",,
66,,"pedritogran En pedir no hay engaño. Ojalá se cumpla, aunque es poco probable. En nuestro país las<COREF CAD=3 IDE=1> prisiones</COREF> efectivas son para los pobres. Veremos qué pasa. Bien por el <COREF CAD=5 IDE=2>caso bombas</COREF> 2.. No se pueden poner artefactos explosivos y pretender pocas consecuenc",
66,,"AngelaGonzaleC Me parece perfecta la<COREF CAD=3 IDE=1> condena</COREF> de <COREF CAD=4 IDE=2>orpis</COREF>, la del <COREF CAD=6 IDE=3>terrorista</COREF> debiera ser por lo menos el doble, creo que las <COREF CAD=3 IDE=4>condenas</COREF> deben ser largas para que les duela y la piensen dos veces antes de delinquir.",
66,,"lelelx y moreira ""libreta"" y en el senado",
66,,Keloncho Lamentablemente en Chile sólo se <COREF CAD=3 IDE=1>encarcelado</COREF> a la pobreza...veo difícil que termine preso<COREF CAD=4 IDE=2> Orpis</COREF>,
66,,"JL666sweden Pocos años a <COREF CAD=4 IDE=1>Orpis</COREF>, demasiados a<COREF CAD=6 IDE=2> Juan Flores</COREF> y nada a Chadwick una sirvenguenzura pero a ese no lo mencionan.",
66,,unionchi60 Me parece bien es razonable dar señales claras respecto de la delincuencia en cualquiera de sus formas,
66,,"PerezCabell Ambos casos ameritan <COREF CAD=3 IDE=1>condenas ejemplares</COREF>. Pero todos sabemos que el <COREF CAD=4 IDE=1>Sr. Orpis</COREF> no irá a <COREF CAD=3 IDE=2>prisión</COREF>, como ha ocurrido con otros poco honorables. Saludos.",
66,,MarielaArayaO Excelente! Falta q metan preso a Piñera el delincuente,
66,,"RazielHamalach al fin que alguno sea <COREF CAD=3 IDE=1>condenado</COREF> como corrrsponde, esta bien. Alguna vez que funcione la justicia!",
67,"adnradiochile <COREF CAD=1 IDE=1>Gobierno</COREF> confirma voluntad de <COREF CAD=2 IDE=2>conmutar penas</COREF> a <COREF CAD=3 IDE=3>enfermos terminales</COREF>, incluyendo los de <COREF CAD=4 IDE=4>Punta Peuco.</COREF>",,
67,,ValdiviaAPa Y cuando <COREF CAD=4 IDE=1>esta gente</COREF>. Torturaban en la dictadura pensaban en la gente. Que paguen como corresponde xq después tendrán que dar cuenta al de arriba.,
67,,"JavierH51536223 Empezó la función del circo de<COREF CAD=1 IDE=1> estos weones</COREF>... taponear reforma a la Constitución, impunidad para violadores DDHH, electroshock para mejorar la eficiencia.",
67,,"Carlos_riquel Dicho de otra forma,  se <COREF CAD=2 IDE=1>conmutarían penas</COREF> a<COREF CAD=3 IDE=2> enfermos</COREF> de <COREF CAD=4 IDE=2>Punta Peuco</COREF> que incluiría al resto de las carceles del país",
67,,"caenraca ¿¿<COREF CAD=3 IDE=1>enfermos terminales</COREF>???, enfermos de mentirosos, corruptos, mafiosos.. ¿Y LAS VIDAS QUE TRUNCARON, CON EL TONGO???",
67,,paradais48 Eso se llama pagar favores,
67,,"nancy_gatica<COREF CAD=1 IDE=1> Los cómplices pasivos</COREF> de los crímenes de lesa humanidad, le rendiran honores a <COREF CAD=3 IDE=3>estos asesinos.</COREF>",
67,,ZorroVulgar De eso se tratan los tiempos mejores...,
67,,HernanLepi Wn apitutaooooo.,
67,,OsorioDroguettr Ahora le interesan los <COREF CAD=3 IDE=1>enfermos terminales</COREF>?porque no lo dijeron hace 10 o 20 años atrás? No solo le interesan los de<COREF CAD=4 IDE=2> punta peuco</COREF>!<COREF CAD=1 IDE=3>descarados!,
